,combination,driver,cost,unique_coverage,value,unique_courses
3081,182,Lakitu (Party Time),2,6,0.3333333333333333,"{'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 2R', 'DS Waluigi Pinball R', '3DS Rainbow Road R', 'SNES Mario Circuit 3T'}"
3093,182,Penguin Luigi,2,6,0.3333333333333333,"{'SNES Koopa Troopa Beach 2', 'RMX Mario Circuit 1R', 'DS DK Pass', '3DS Rock Rock Mountain', 'DS DK Pass R', 'DS Waluigi Pinball R/T'}"
3082,182,Baby Peach (Cherub),2,5,0.4,"{'SNES Donut Plains 2R/T', 'SNES Choco Island 1T', 'GCN Yoshi Circuit R/T', 'SNES Donut Plains 1R', '3DS Mario Circuit'}"
3088,182,Bowser Jr. (Pirate),2,5,0.4,"{""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1T', 'SNES Koopa Troopa Beach 2R', '3DS Cheep Cheep Lagoon R/T', 'RMX Rainbow Road 1'}"
3089,182,Peach (Halloween),2,5,0.4,"{'3DS Neo Bowser City R/T', 'N64 Royal Raceway T', 'SNES Mario Circuit 2T', 'N64 Royal Raceway R/T', 'Wii Maple Treeway R'}"
3079,182,Baby Mario (Koala),2,4,0.5,"{'GCN Dino Dino Jungle R/T', 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'MKT Ninja Hideaway R/T'}"
3086,182,Bowser,2,4,0.5,"{'N64 Kalimari Desert R/T', '3DS Rainbow Road T', ""GBA Bowser's Castle 1T"", 'GCN Dino Dino Jungle T'}"
3087,182,Luigi (Lederhosen),2,4,0.5,"{'SNES Mario Circuit 1T', 'DS Airship Fortress T', 'N64 Kalimari Desert R', 'DS Waluigi Pinball T'}"
3090,182,Metal Mario,2,4,0.5,"{'SNES Mario Circuit 2R', 'SNES Rainbow Road T', 'SNES Rainbow Road', 'RMX Mario Circuit 1'}"
3084,182,Toad (Party Time),2,3,0.6666666666666666,"{'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
3077,182,Mario (Halloween),2,2,1.0,"{'SNES Mario Circuit 3', 'SNES Mario Circuit 1R'}"
3083,182,Cat Toad,2,1,2.0,{'MKT Merry Mountain R'}
3104,183,Shy Guy (Ninja),2,20,0.1,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3100,183,Pink Gold Peach,2,15,0.13333333333333333,"{'N64 Royal Raceway', 'SNES Rainbow Road R/T', 'N64 Choco Mountain', 'SNES Rainbow Road T', 'GCN Yoshi Circuit R/T', 'N64 Royal Raceway R', 'N64 Royal Raceway T', 'RMX Choco Island 1', 'RMX Choco Island 2R', '3DS Mario Circuit', ""DS Luigi's Mansion T"", 'SNES Mario Circuit 3T', '3DS Rainbow Road T', 'DS DK Pass T', 'DS Waluigi Pinball R/T'}"
3098,183,Dry Bones (Gold),2,14,0.14285714285714285,"{""GBA Bowser's Castle 2R/T"", 'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1R/T', 'SNES Rainbow Road R', '3DS Neo Bowser City R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', ""GBA Bowser's Castle 2R""}"
3110,183,Black Yoshi,2,10,0.2,"{'SNES Donut Plains 1R/T', '3DS Daisy Hills R/T', 'SNES Ghost Valley 1R', '3DS Daisy Hills', '3DS Toad Circuit', '3DS Rock Rock Mountain T', '3DS Daisy Hills T', 'SNES Ghost Valley 1T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T'}"
3095,183,Baby Mario (Koala),2,7,0.2857142857142857,"{'GCN Dino Dino Jungle R', 'SNES Mario Circuit 1', 'Wii DK Summit', 'SNES Donut Plains 1T', 'GBA Cheep-Cheep Island', 'GBA Cheep-Cheep Island R', 'MKT Ninja Hideaway R/T'}"
3097,183,Lakitu (Party Time),2,6,0.3333333333333333,"{""3DS Rosalina's Ice World"", 'RMX Rainbow Road 2R', 'RMX Rainbow Road 1T', 'DS Waluigi Pinball', 'MKT Merry Mountain T', '3DS Rainbow Road R'}"
3108,183,Mario (Swimwear),2,6,0.3333333333333333,"{'3DS Cheep Cheep Lagoon R', 'RMX Mario Circuit 1R', 'DS Airship Fortress T', 'SNES Mario Circuit 3', 'RMX Mario Circuit 1', 'SNES Mario Circuit 1T'}"
3109,183,Daisy (Fairy),2,6,0.3333333333333333,"{'N64 Koopa Troopa Beach R/T', 'SNES Vanilla Lake 1', 'SNES Vanilla Lake 1R', ""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
3102,183,Baby Peach (Cherub),2,5,0.4,"{'SNES Donut Plains 2R/T', 'SNES Choco Island 1T', 'SNES Donut Plains 1R', 'RMX Rainbow Road 2T', 'SNES Choco Island 1R'}"
3105,183,Mario (Happi),2,5,0.4,"{'3DS Rock Rock Mountain', 'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T', '3DS Rock Rock Mountain R', 'RMX Rainbow Road 1'}"
3106,183,Green Shy Guy,2,5,0.4,"{'N64 Koopa Troopa Beach', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R', '3DS Shy Guy Bazaar', 'GCN Dino Dino Jungle T'}"
3107,183,Peach (Halloween),2,5,0.4,"{'N64 Frappe Snowland R', 'Wii Maple Treeway T', ""DS Luigi's Mansion R"", 'N64 Frappe Snowland', 'N64 Royal Raceway R/T'}"
3101,183,Cat Toad,2,4,0.5,"{'RMX Choco Island 1R/T', 'GBA Sunset Wilds R/T', 'RMX Vanilla Lake 1T', 'RMX Rainbow Road 1R/T'}"
3103,183,Toad (Party Time),2,4,0.5,"{'3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
3096,183,Waluigi (Bus Driver),2,3,0.6666666666666666,"{'DS Waluigi Pinball T', 'N64 Kalimari Desert R', '3DS Mario Circuit T'}"
3099,183,Bowser Jr.,2,3,0.6666666666666666,"{'N64 Kalimari Desert R/T', '3DS Cheep Cheep Lagoon T', ""GBA Bowser's Castle 1T""}"
3094,183,Mario (Santa),2,2,1.0,"{'DS DK Pass R', 'DS DK Pass'}"
3118,184,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3113,184,Gold Koopa (Freerunning),2,15,0.13333333333333333,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Mario Circuit T', '3DS Cheep Cheep Lagoon T', 'SNES Mario Circuit 2R/T', 'SNES Donut Plains 1T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
3114,184,Lakitu (Party Time),2,8,0.25,"{'N64 Kalimari Desert', 'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 2R', 'DS Waluigi Pinball R', 'MKT Merry Mountain T', '3DS Rainbow Road R', 'SNES Mario Circuit 3T'}"
3126,184,Black Yoshi,2,8,0.25,"{'SNES Donut Plains 1R/T', 'GCN Yoshi Circuit', '3DS Daisy Hills R/T', 'SNES Ghost Valley 1R', '3DS Rock Rock Mountain T', 'SNES Ghost Valley 1T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T'}"
3115,184,Baby Peach (Cherub),2,6,0.3333333333333333,"{'RMX Rainbow Road 2T', 'SNES Donut Plains 2R/T', 'SNES Choco Island 1T', 'GCN Yoshi Circuit R/T', 'SNES Donut Plains 1R', '3DS Mario Circuit'}"
3122,184,Peach (Halloween),2,6,0.3333333333333333,"{'3DS Neo Bowser City R/T', 'Wii Maple Treeway T', 'N64 Royal Raceway T', 'N64 Frappe Snowland', 'N64 Royal Raceway R/T', 'Wii Maple Treeway R'}"
3125,184,Daisy (Fairy),2,6,0.3333333333333333,"{'SNES Choco Island 2R', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", '3DS Rainbow Road', 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
3127,184,Penguin Luigi,2,5,0.4,"{'SNES Koopa Troopa Beach 2', 'DS DK Pass', '3DS Rock Rock Mountain', 'DS DK Pass R', 'DS Waluigi Pinball R/T'}"
3111,184,Dixie Kong,2,4,0.5,"{'RMX Vanilla Lake 1R', 'N64 Royal Raceway R', 'SNES Donut Plains 1', 'N64 Kalimari Desert 2R'}"
3112,184,Baby Mario (Koala),2,4,0.5,"{'GCN Dino Dino Jungle R/T', 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'MKT Ninja Hideaway R/T'}"
3119,184,Bowser,2,4,0.5,"{'N64 Kalimari Desert R/T', '3DS Rainbow Road T', ""GBA Bowser's Castle 1T"", 'GCN Dino Dino Jungle T'}"
3121,184,Bowser Jr. (Pirate),2,4,0.5,"{""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1T', '3DS Cheep Cheep Lagoon R/T', 'RMX Rainbow Road 1'}"
3117,184,Toad (Party Time),2,3,0.6666666666666666,"{'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
3124,184,Metal Mario,2,3,0.6666666666666666,"{'SNES Mario Circuit 2R', 'SNES Rainbow Road T', 'SNES Rainbow Road'}"
3116,184,Cat Toad,2,2,1.0,"{'MKT Merry Mountain R', 'GBA Sunset Wilds R/T'}"
3120,184,Luigi (Lederhosen),2,2,1.0,"{'DS Waluigi Pinball T', 'N64 Kalimari Desert R'}"
3123,184,Mario (Swimwear),2,2,1.0,"{'SNES Mario Circuit 3', 'SNES Mario Circuit 1R'}"
3137,185,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3130,185,Gold Koopa (Freerunning),2,15,0.13333333333333333,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Mario Circuit T', '3DS Cheep Cheep Lagoon T', 'SNES Mario Circuit 2R/T', 'SNES Donut Plains 1T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
3143,185,Black Yoshi,2,9,0.2222222222222222,"{'SNES Donut Plains 1R/T', 'GCN Yoshi Circuit', 'N64 Choco Mountain', 'SNES Ghost Valley 1R', '3DS Daisy Hills R/T', '3DS Rock Rock Mountain T', 'SNES Ghost Valley 1T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T'}"
3131,185,Lakitu (Party Time),2,7,0.2857142857142857,"{'N64 Kalimari Desert', 'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 2R', 'DS Airship Fortress R/T', 'MKT Merry Mountain T', 'SNES Mario Circuit 3T'}"
3139,185,Peach (Halloween),2,6,0.3333333333333333,"{'3DS Neo Bowser City R/T', 'Wii Maple Treeway T', 'N64 Royal Raceway T', 'N64 Frappe Snowland', 'N64 Royal Raceway R/T', 'Wii Maple Treeway R'}"
3129,185,Baby Mario (Koala),2,5,0.4,"{'SNES Mario Circuit 1', 'Wii DK Summit', 'GCN Dino Dino Jungle R/T', 'GBA Cheep-Cheep Island', 'MKT Ninja Hideaway R/T'}"
3134,185,Baby Peach (Cherub),2,5,0.4,"{'RMX Rainbow Road 2T', 'SNES Donut Plains 2R/T', 'GCN Yoshi Circuit R/T', 'SNES Donut Plains 1R', '3DS Mario Circuit'}"
3142,185,Daisy (Fairy),2,5,0.4,"{'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", '3DS Rainbow Road', 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
3144,185,Penguin Luigi,2,5,0.4,"{'SNES Koopa Troopa Beach 2', 'DS DK Pass', '3DS Rock Rock Mountain', 'DS DK Pass R', 'DS Waluigi Pinball R/T'}"
3128,185,Dixie Kong,2,4,0.5,"{'RMX Vanilla Lake 1R', 'N64 Royal Raceway R', 'SNES Donut Plains 1', 'N64 Kalimari Desert 2R'}"
3132,185,Dry Bowser (Gold),2,4,0.5,"{'DS Waluigi Pinball T', '3DS Rainbow Road T', 'N64 Kalimari Desert R', 'GCN Dino Dino Jungle T'}"
3135,185,Cat Toad,2,4,0.5,"{'MKT Merry Mountain R', 'RMX Vanilla Lake 1T', 'GBA Sunset Wilds R/T', ""GBA Bowser's Castle 2R""}"
3140,185,Mario (Swimwear),2,4,0.5,"{'SNES Mario Circuit 1T', 'SNES Mario Circuit 3', 'DS Airship Fortress T', 'SNES Mario Circuit 1R'}"
3141,185,Metal Mario,2,4,0.5,"{'SNES Mario Circuit 2R', 'SNES Rainbow Road T', 'SNES Rainbow Road', '3DS Shy Guy Bazaar'}"
3136,185,Toad (Party Time),2,3,0.6666666666666666,"{'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
3133,185,Bowser Jr.,2,2,1.0,"{'N64 Kalimari Desert R/T', ""GBA Bowser's Castle 1T""}"
3138,185,Bowser Jr. (Pirate),2,2,1.0,"{""GBA Bowser's Castle 1R/T"", '3DS Cheep Cheep Lagoon R/T'}"
3153,186,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3147,186,Gold Koopa (Freerunning),2,15,0.13333333333333333,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Mario Circuit T', '3DS Cheep Cheep Lagoon T', 'SNES Mario Circuit 2R/T', 'SNES Donut Plains 1T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
3160,186,Black Yoshi,2,9,0.2222222222222222,"{'SNES Donut Plains 1R/T', 'GCN Yoshi Circuit', 'N64 Choco Mountain', 'SNES Ghost Valley 1R', '3DS Daisy Hills R/T', '3DS Rock Rock Mountain T', 'SNES Ghost Valley 1T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T'}"
3148,186,Lakitu (Party Time),2,7,0.2857142857142857,"{'N64 Kalimari Desert', 'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 2R', 'DS Airship Fortress R/T', 'MKT Merry Mountain T', 'SNES Mario Circuit 3T'}"
3156,186,Peach (Halloween),2,6,0.3333333333333333,"{'3DS Neo Bowser City R/T', 'Wii Maple Treeway T', 'N64 Royal Raceway T', 'N64 Frappe Snowland', 'N64 Royal Raceway R/T', 'Wii Maple Treeway R'}"
3159,186,Daisy (Fairy),2,6,0.3333333333333333,"{'SNES Choco Island 2R', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", '3DS Rainbow Road', 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
3146,186,Baby Mario (Koala),2,5,0.4,"{'SNES Mario Circuit 1', 'Wii DK Summit', 'GCN Dino Dino Jungle R/T', 'GBA Cheep-Cheep Island', 'MKT Ninja Hideaway R/T'}"
3150,186,Baby Peach (Cherub),2,5,0.4,"{'RMX Rainbow Road 2T', 'SNES Donut Plains 2R/T', 'GCN Yoshi Circuit R/T', 'SNES Donut Plains 1R', '3DS Mario Circuit'}"
3161,186,Penguin Luigi,2,5,0.4,"{'SNES Koopa Troopa Beach 2', 'DS DK Pass', '3DS Rock Rock Mountain', 'DS DK Pass R', 'DS Waluigi Pinball R/T'}"
3145,186,Dixie Kong,2,4,0.5,"{'RMX Vanilla Lake 1R', 'N64 Royal Raceway R', 'SNES Donut Plains 1', 'N64 Kalimari Desert 2R'}"
3157,186,Mario (Swimwear),2,4,0.5,"{'SNES Mario Circuit 1T', 'SNES Mario Circuit 3', 'DS Airship Fortress T', 'SNES Mario Circuit 1R'}"
3158,186,Metal Mario,2,4,0.5,"{'SNES Mario Circuit 2R', 'SNES Rainbow Road T', 'SNES Rainbow Road', '3DS Shy Guy Bazaar'}"
3151,186,Cat Toad,2,3,0.6666666666666666,"{'MKT Merry Mountain R', 'RMX Vanilla Lake 1T', 'GBA Sunset Wilds R/T'}"
3152,186,Toad (Party Time),2,3,0.6666666666666666,"{'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
3155,186,Bowser Jr. (Pirate),2,3,0.6666666666666666,"{""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1T', '3DS Cheep Cheep Lagoon R/T'}"
3149,186,Dry Bowser (Gold),2,2,1.0,"{'DS Waluigi Pinball T', 'N64 Kalimari Desert R'}"
3154,186,Bowser,2,2,1.0,"{'N64 Kalimari Desert R/T', ""GBA Bowser's Castle 1T""}"
3171,187,Shy Guy (Ninja),2,20,0.1,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3167,187,Pink Gold Peach,2,15,0.13333333333333333,"{'N64 Royal Raceway', 'SNES Rainbow Road R/T', 'N64 Choco Mountain', 'SNES Rainbow Road T', 'GCN Yoshi Circuit R/T', 'N64 Royal Raceway R', 'N64 Royal Raceway T', 'RMX Choco Island 1', 'RMX Choco Island 2R', '3DS Mario Circuit', ""DS Luigi's Mansion T"", 'SNES Mario Circuit 3T', '3DS Rainbow Road T', 'DS DK Pass T', 'DS Waluigi Pinball R/T'}"
3165,187,Dry Bones (Gold),2,14,0.14285714285714285,"{""GBA Bowser's Castle 2R/T"", 'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1R/T', 'SNES Rainbow Road R', '3DS Neo Bowser City R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', ""GBA Bowser's Castle 2R""}"
3178,187,Black Yoshi,2,10,0.2,"{'SNES Donut Plains 1R/T', '3DS Daisy Hills R/T', 'SNES Ghost Valley 1R', '3DS Daisy Hills', '3DS Toad Circuit', '3DS Rock Rock Mountain T', '3DS Daisy Hills T', 'SNES Ghost Valley 1T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T'}"
3162,187,Baby Mario (Koala),2,8,0.25,"{'GCN Dino Dino Jungle R', 'SNES Mario Circuit 1', ""3DS Rosalina's Ice World T"", 'Wii DK Summit', 'SNES Donut Plains 1T', 'GBA Cheep-Cheep Island', 'GBA Cheep-Cheep Island R', 'MKT Ninja Hideaway R/T'}"
3164,187,Lakitu (Party Time),2,7,0.2857142857142857,"{'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 2R', 'RMX Rainbow Road 1T', 'DS Waluigi Pinball', 'MKT Merry Mountain T', '3DS Rainbow Road R'}"
3176,187,Mario (Swimwear),2,7,0.2857142857142857,"{'3DS Cheep Cheep Lagoon R', '3DS Mario Circuit R/T', 'SNES Mario Circuit 3', 'DS Airship Fortress T', 'SNES Mario Circuit 1R', 'RMX Mario Circuit 1', 'SNES Mario Circuit 1T'}"
3168,187,Cat Toad,2,5,0.4,"{'RMX Choco Island 1R/T', 'MKT Merry Mountain R', 'RMX Rainbow Road 1R/T', 'RMX Vanilla Lake 1T', 'GBA Sunset Wilds R/T'}"
3169,187,Baby Peach (Cherub),2,5,0.4,"{'SNES Donut Plains 2R/T', 'SNES Choco Island 1T', 'SNES Donut Plains 1R', 'RMX Rainbow Road 2T', 'SNES Choco Island 1R'}"
3166,187,Bowser Jr.,2,4,0.5,"{'N64 Kalimari Desert R/T', 'SNES Vanilla Lake 1T', '3DS Cheep Cheep Lagoon T', ""GBA Bowser's Castle 1T""}"
3170,187,Toad (Party Time),2,4,0.5,"{'3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
3172,187,Mario (Happi),2,4,0.5,"{'3DS Rock Rock Mountain R', 'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T', 'RMX Rainbow Road 1'}"
3174,187,Green Shy Guy,2,4,0.5,"{'RMX Vanilla Lake 1R', 'N64 Koopa Troopa Beach', '3DS Shy Guy Bazaar', 'SNES Donut Plains 1'}"
3175,187,Peach (Halloween),2,4,0.5,"{'N64 Frappe Snowland', 'N64 Frappe Snowland R', 'N64 Royal Raceway R/T', 'Wii Maple Treeway T'}"
3177,187,Daisy (Fairy),2,4,0.5,"{""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T', 'N64 Koopa Troopa Beach R/T'}"
3163,187,Waluigi (Bus Driver),2,2,1.0,"{'DS Waluigi Pinball T', '3DS Mario Circuit T'}"
3173,187,Wario (Hiker),2,2,1.0,"{'DS DK Pass R', 'DS DK Pass'}"
3187,188,Shy Guy (Ninja),2,24,0.08333333333333333,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3183,188,Pink Gold Peach,2,17,0.11764705882352941,"{'N64 Royal Raceway', 'SNES Rainbow Road R/T', 'N64 Choco Mountain', 'SNES Rainbow Road T', 'N64 Kalimari Desert 2R', 'GCN Yoshi Circuit R/T', 'N64 Royal Raceway R', 'N64 Royal Raceway T', 'RMX Choco Island 1', '3DS Rainbow Road R/T', 'RMX Choco Island 2R', '3DS Mario Circuit', ""DS Luigi's Mansion T"", 'SNES Mario Circuit 3T', '3DS Rainbow Road T', 'DS DK Pass T', 'DS Waluigi Pinball R/T'}"
3193,188,Black Yoshi,2,10,0.2,"{'SNES Donut Plains 1R/T', '3DS Daisy Hills R/T', 'SNES Ghost Valley 1R', '3DS Daisy Hills', '3DS Toad Circuit', '3DS Rock Rock Mountain T', '3DS Daisy Hills T', 'SNES Ghost Valley 1T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T'}"
3179,188,Baby Mario (Koala),2,7,0.2857142857142857,"{'GCN Dino Dino Jungle R', 'SNES Mario Circuit 1', 'Wii DK Summit', 'SNES Donut Plains 1T', 'GBA Cheep-Cheep Island', 'GBA Cheep-Cheep Island R', 'MKT Ninja Hideaway R/T'}"
3185,188,Baby Peach (Cherub),2,7,0.2857142857142857,"{'SNES Donut Plains 2R/T', 'SNES Choco Island 1T', 'SNES Rainbow Road R', 'SNES Choco Island 1', 'SNES Donut Plains 1R', 'RMX Rainbow Road 2T', 'SNES Choco Island 1R'}"
3181,188,Lakitu (Party Time),2,6,0.3333333333333333,"{'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 2T"", 'MKT Merry Mountain T', 'DS Airship Fortress R/T'}"
3191,188,Mario (Swimwear),2,6,0.3333333333333333,"{'3DS Cheep Cheep Lagoon R', 'SNES Mario Circuit 3', 'DS Airship Fortress T', 'SNES Mario Circuit 1R', 'RMX Mario Circuit 1', 'SNES Mario Circuit 1T'}"
3182,188,Bowser Jr.,2,5,0.4,"{'SNES Vanilla Lake 1T', ""GBA Bowser's Castle 1T"", '3DS Cheep Cheep Lagoon T', 'N64 Kalimari Desert R/T', ""GBA Bowser's Castle 2R/T""}"
3189,188,Green Shy Guy,2,5,0.4,"{'N64 Koopa Troopa Beach', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R', '3DS Shy Guy Bazaar', 'GCN Dino Dino Jungle T'}"
3192,188,Daisy (Fairy),2,5,0.4,"{'N64 Koopa Troopa Beach R/T', 'SNES Vanilla Lake 1R', ""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
